2026-04-20T07:37:21.889660Z [info     ] setup plugin alembic.autogenerate.schemas [alembic.runtime.plugins] loc=plugins.py:37
2026-04-20T07:37:21.889891Z [info     ] setup plugin alembic.autogenerate.tables [alembic.runtime.plugins] loc=plugins.py:37
2026-04-20T07:37:21.890008Z [info     ] setup plugin alembic.autogenerate.types [alembic.runtime.plugins] loc=plugins.py:37
2026-04-20T07:37:21.890107Z [info     ] setup plugin alembic.autogenerate.constraints [alembic.runtime.plugins] loc=plugins.py:37
2026-04-20T07:37:21.890215Z [info     ] setup plugin alembic.autogenerate.defaults [alembic.runtime.plugins] loc=plugins.py:37
2026-04-20T07:37:21.890312Z [info     ] setup plugin alembic.autogenerate.comments [alembic.runtime.plugins] loc=plugins.py:37
standalone | Starting Airflow Standalone
api-server | 2026-04-20T07:46:43.766954Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=7490 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A45%3A40.719422%2B00%3A00&run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
dag-processor | 2026-04-20T07:46:44.024985Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:648
api-server | 2026-04-20T07:46:44.733731Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=7957 loc=http_access_log.py:98 method=GET path=/ui/grid/structure/biomonitor_pipeline query='include_upstream=false&include_downstream=false&limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:46:44.877297Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=6476 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
api-server | 2026-04-20T07:46:44.904839Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=14134 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:46:44.910757Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=12651 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:46:44.999686Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=19473 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:46:45.073102Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=11061 loc=http_access_log.py:98 method=GET path=/ui/grid/runs/biomonitor_pipeline query='limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:46:45.111617Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=13981 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns query='limit=1&state=running&state=queued' status_code=200
api-server | 2026-04-20T07:46:46.772040Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=8822 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A45%3A40.719422%2B00%3A00&run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
api-server | 2026-04-20T07:46:47.186259Z [info     ] request finished               [http.access] client_addr=127.0.0.1:43678 duration_us=5658 loc=http_access_log.py:98 method=PUT path=/execution/task-instances/019da9d3-6759-7f54-887c-e3b8f5a35dac/heartbeat query= status_code=204
api-server | 2026-04-20T07:46:47.784661Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=9185 loc=http_access_log.py:98 method=GET path=/ui/grid/structure/biomonitor_pipeline query='include_upstream=false&include_downstream=false&limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:46:47.922369Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=4436 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
api-server | 2026-04-20T07:46:47.974383Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=26361 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:46:47.976114Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=22194 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:46:48.043290Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=7247 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:46:48.119689Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=9617 loc=http_access_log.py:98 method=GET path=/ui/grid/runs/biomonitor_pipeline query='limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:46:48.160723Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=14769 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns query='limit=1&state=running&state=queued' status_code=200
dag-processor | 2026-04-20T07:46:49.053335Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:648
api-server | 2026-04-20T07:46:49.766340Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=8446 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A45%3A40.719422%2B00%3A00&run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
api-server | 2026-04-20T07:46:50.838710Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=14563 loc=http_access_log.py:98 method=GET path=/ui/grid/structure/biomonitor_pipeline query='include_upstream=false&include_downstream=false&limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:46:50.963375Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=4038 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
api-server | 2026-04-20T07:46:51.040242Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=18842 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:46:51.041407Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=18764 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:46:51.090100Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=8170 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:46:51.175836Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=18482 loc=http_access_log.py:98 method=GET path=/ui/grid/runs/biomonitor_pipeline query='limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:46:51.204639Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=12186 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns query='limit=1&state=running&state=queued' status_code=200
api-server | 2026-04-20T07:46:52.198500Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60296 duration_us=5754 loc=http_access_log.py:98 method=PUT path=/execution/task-instances/019da9d3-6759-7f54-887c-e3b8f5a35dac/heartbeat query= status_code=204
api-server | 2026-04-20T07:46:52.765910Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=7491 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A45%3A40.719422%2B00%3A00&run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
api-server | 2026-04-20T07:46:53.886934Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=7907 loc=http_access_log.py:98 method=GET path=/ui/grid/structure/biomonitor_pipeline query='include_upstream=false&include_downstream=false&limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:46:54.000103Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=3601 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
dag-processor | 2026-04-20T07:46:54.076425Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:648
api-server | 2026-04-20T07:46:54.098807Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=14896 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:46:54.101392Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=19249 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:46:54.130377Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=6605 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:46:54.220397Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=9767 loc=http_access_log.py:98 method=GET path=/ui/grid/runs/biomonitor_pipeline query='limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:46:54.253174Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=15445 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns query='limit=1&state=running&state=queued' status_code=200
api-server | 2026-04-20T07:46:55.778328Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=13556 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A45%3A40.719422%2B00%3A00&run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
api-server | 2026-04-20T07:46:56.947673Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=17210 loc=http_access_log.py:98 method=GET path=/ui/grid/structure/biomonitor_pipeline query='include_upstream=false&include_downstream=false&limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:46:57.040018Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=3374 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
api-server | 2026-04-20T07:46:57.159266Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=19537 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:46:57.163418Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=25840 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:46:57.172213Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=6015 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:46:57.207629Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60298 duration_us=5754 loc=http_access_log.py:98 method=PUT path=/execution/task-instances/019da9d3-6759-7f54-887c-e3b8f5a35dac/heartbeat query= status_code=204
api-server | 2026-04-20T07:46:57.267566Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=10440 loc=http_access_log.py:98 method=GET path=/ui/grid/runs/biomonitor_pipeline query='limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:46:57.300617Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=12246 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns query='limit=1&state=running&state=queued' status_code=200
api-server | 2026-04-20T07:46:58.774012Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=9256 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A45%3A40.719422%2B00%3A00&run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
dag-processor | 2026-04-20T07:46:59.109666Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:648
api-server | 2026-04-20T07:47:00.005942Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=19341 loc=http_access_log.py:98 method=GET path=/ui/grid/structure/biomonitor_pipeline query='include_upstream=false&include_downstream=false&limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:47:00.080610Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=4641 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
api-server | 2026-04-20T07:47:00.218328Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=13590 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:47:00.223725Z [info     ] request finished               [http.access] client_addr=127.0.0.1:60072 duration_us=26004 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:47:00.224866Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=24519 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:47:00.314228Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=12193 loc=http_access_log.py:98 method=GET path=/ui/grid/runs/biomonitor_pipeline query='limit=10&order_by=-run_after' status_code=200
